violationnumber,violationtype,form,violationdate,casenumber,casetype,officer,violationjurisdiction,court,docket,appearancedate,outcomedate,outcomestat,receipt,offense,ObjectId
V19-012540,WARN/CITE,01-035468,2020/01/11 13:41:00+00,A19-074375-3,CONVERT CITATION,OFFICER THOMPSON,40272,02/10/20,P194447,2020/01/02 00:00:00,,CONV CITA,,91.020,2503
V19-012540,WARN/CITE,01-035468,2020/01/11 13:41:00+00,A19-074375-3,CONVERT CITATION,OFFICER THOMPSON,40272,02/10/20,P194447,2020/01/02 00:00:00,,CONV CITA,,91.020,2504
V20-013408,V71/CITE,04-2232,2020/03/05 02:50:00+00,A20-077733-1,TRANSPORT ANIMAL,OFFICER WERMUTH,40203,04/01/20,P198952,2020/02/07 18:43:00,,COMPLIED,,91.020,2505
V20-013408,V71/CITE,04-2232,2020/03/05 02:50:00+00,A20-077733-1,TRANSPORT ANIMAL,OFFICER WERMUTH,40203,04/01/20,P198952,2020/02/07 18:43:00,,COMPLIED,,91.071,2506
V20-015067,VIOL CTER,VR20-204285,2020/09/21 21:44:00+00,A20-085029-1,XTRA SERVE VIOL OTC,OFFICER KERR,40218,,,2020/09/21 17:50:00,2020/09/21 00:00:00,COMPLIED,R20-204285,91.002,2507
V20-015067,VIOL CTER,VR20-204285,2020/09/21 21:44:00+00,A20-085029-1,XTRA SERVE VIOL OTC,OFFICER KERR,40218,,,2020/09/21 17:50:00,2020/09/21 00:00:00,COMPLIED,R20-204285,91.020,2508
V20-015067,VIOL CTER,VR20-204285,2020/09/21 21:44:00+00,A20-085029-1,XTRA SERVE VIOL OTC,OFFICER KERR,40218,,,2020/09/21 17:50:00,2020/09/21 00:00:00,COMPLIED,R20-204285,91.071,2509
V20-014963,VET,01-51513,2020/08/24 20:33:00+00,A20-084305-1,XTRA SERVE VIOL OTC,OFFICER KERR,40218,,,2020/09/12 00:00:00,2020/09/12 00:00:00,COMPLIED,R20-202887,91.090,2510
V20-013419,VIOL CTER,VR20-190114,2020/01/07 22:48:00+00,,,,40218,,,2020/01/07 17:48:00,2020/01/07 00:00:00,COMPLIED,R20-190114,91.020,2511
V20-013419,VIOL CTER,VR20-190114,2020/01/07 22:48:00+00,,,,40218,,,2020/01/07 17:48:00,2020/01/07 00:00:00,COMPLIED,R20-190114,91.071,2512
V20-013399,VIOL CTER,VR20-190013,2020/01/06 21:23:00+00,A20-077706-1,XTRA SERVE,OFFICER WERMUTH,40218,,,2020/01/06 16:23:00,2020/01/06 00:00:00,COMPLIED,R20-190013,91.020,2513
V20-013399,VIOL CTER,VR20-190013,2020/01/06 21:23:00+00,A20-077706-1,XTRA SERVE,OFFICER WERMUTH,40218,,,2020/01/06 16:23:00,2020/01/06 00:00:00,COMPLIED,R20-190013,91.071,2514
V20-013404,VIOL CTER,VR20-190006,2020/01/06 19:17:00+00,,,,40218,,,2020/01/06 14:17:00,2020/01/06 00:00:00,COMPLIED,R20-190006,91.020,2515
V20-013404,VIOL CTER,VR20-190006,2020/01/06 19:17:00+00,,,,40218,,,2020/01/06 14:17:00,2020/01/06 00:00:00,COMPLIED,R20-190006,91.071,2516
V20-013401,VIOL CTER,VR20-190016,2020/01/06 22:12:00+00,A20-077711-1,XTRA SERVE,OFFICER WERMUTH,40218,,,2020/01/06 17:12:00,2020/01/06 00:00:00,COMPLIED,R20-190016,91.071,2517
V20-013427,VIOL CTER,VR19-190071,2020/01/07 17:43:00+00,,,,40218,,,2020/01/07 12:43:00,2020/01/07 00:00:00,COMPLIED,R19-190071,91.020,2518
V20-013427,VIOL CTER,VR19-190071,2020/01/07 17:43:00+00,,,,40218,,,2020/01/07 12:43:00,2020/01/07 00:00:00,COMPLIED,R19-190071,91.071,2519
V20-013413,VIOL CTER,VR20-190098,2020/01/07 20:28:00+00,,,,40218,,,2020/01/07 15:28:00,2020/01/07 00:00:00,COMPLIED,R20-190098,91.020,2520
V20-013413,VIOL CTER,VR20-190098,2020/01/07 20:28:00+00,,,,40218,,,2020/01/07 15:28:00,2020/01/07 00:00:00,COMPLIED,R20-190098,91.071,2521
V20-013436,VIOL CTER,VR20-190206,2020/01/08 22:45:00+00,,,,40218,,,2020/01/08 17:45:00,2020/01/08 00:00:00,COMPLIED,R20-190206,91.020,2522
V20-013436,VIOL CTER,VR20-190206,2020/01/08 22:45:00+00,,,,40218,,,2020/01/08 17:45:00,2020/01/08 00:00:00,COMPLIED,R20-190206,91.071,2523
V20-015083,VIOL CTER,VR20-204462,2020/09/25 16:57:00+00,,,,40218,,,2020/09/25 12:57:00,2020/09/25 00:00:00,COMPLIED,R20-204462,91.002,2524
V20-015083,VIOL CTER,VR20-204462,2020/09/25 16:57:00+00,,,,40218,,,2020/09/25 12:57:00,2020/09/25 00:00:00,COMPLIED,R20-204462,91.020,2525
V20-015083,VIOL CTER,VR20-204462,2020/09/25 16:57:00+00,,,,40218,,,2020/09/25 12:57:00,2020/09/25 00:00:00,COMPLIED,R20-204462,91.071,2526
V21-015890,VIOL CTER,VR21-212343,2021/03/22 21:50:00+00,,,,40218,,,2021/03/22 17:50:00,2021/03/22 00:00:00,COMPLIED,R21-212343,91.071,2527
V21-015891,VIOL CTER,VR21-212341,2021/03/22 20:57:00+00,,,,40218,,,2021/03/22 16:57:00,2021/03/22 00:00:00,COMPLIED,R21-212341,91.002,2528
V21-015891,VIOL CTER,VR21-212341,2021/03/22 20:57:00+00,,,,40218,,,2021/03/22 16:57:00,2021/03/22 00:00:00,COMPLIED,R21-212341,91.020,2529
V21-015891,VIOL CTER,VR21-212341,2021/03/22 20:57:00+00,,,,40218,,,2021/03/22 16:57:00,2021/03/22 00:00:00,COMPLIED,R21-212341,91.071,2530
V21-015893,VIOL CTER,VR21-212392,2021/03/23 16:36:00+00,,,,40218,,,2021/03/23 14:43:00,2021/03/23 00:00:00,COMPLIED,R21-212392,91.002,2531
V21-015893,VIOL CTER,VR21-212392,2021/03/23 16:36:00+00,,,,40218,,,2021/03/23 14:43:00,2021/03/23 00:00:00,COMPLIED,R21-212392,91.020,2532
V21-016057,VIOL CTER,VR21-213607,2021/04/16 18:33:00+00,,,,40218,,,2021/04/16 14:37:00,2021/04/16 00:00:00,COMPLIED,R21-213607,91.071,2533
V20-014105,VIOL CTER,VR20-195790,2020/04/15 22:36:00+00,A20-080760-1,XTRA SERVE VIOL OTC,OFFICER MILLER,40218,,,2020/04/15 18:36:00,2020/04/15 00:00:00,COMPLIED,R20-195790,91.002,2534
V23-023101,WARNING,01-1182,2023/11/26 20:02:00+00,A23-123339-1,INVESTIGAT ANI ATTACK,OFFICER STIVALA,40215,,,2023/12/31 15:02:00,2024/01/01 00:00:00,COMPLIED,,91.020,2535
V21-016058,VIOL CTER,VR21-213610,2021/04/16 20:15:00+00,,,,40218,,,2021/04/16 16:23:00,2021/04/16 00:00:00,COMPLIED,R21-213610,91.002,2536
V20-014106,CIVIL PEN,02-100593,2020/04/15 21:44:00+00,A20-080749-1,NUISANCE RESTRAINT,OFFICER MILLER,40219,,,2020/10/01 00:00:00,,HAND ADMIN,,91.004,2537
V19-011910,VN/CITE,01-032175,2020/02/02 12:50:00+00,A19-070528-4,CONVERT CITATION,OFFICER COGBURN,40218,02/25/20,P194393,2020/01/17 17:00:00,,CONV CITA,,91.020,2538
V23-022993,WARNING,01-1401,2023/11/09 21:01:00+00,A23-122815-1,INVESTIGAT NEGLI,OFFICER GOODMAN,40118,,,2024/03/11 00:00:00,2024/03/12 00:00:00,COMPLIED,R24-298818,91.020,2539
V22-019202,WARNING,01-50358,2022/07/11 19:43:00+00,A22-104192-1,INVESTIGAT OTHER,OFFICER CLARK,40291,,,2022/09/11 00:00:00,2022/09/14 00:00:00,COMPLIED,,91.020,2540
V20-014106,CIVIL PEN,02-100593,2020/04/15 21:44:00+00,A20-080749-1,NUISANCE RESTRAINT,OFFICER MILLER,40219,,,2020/10/01 00:00:00,,HAND ADMIN,,91.004,2541
V19-011910,VN/CITE,01-032175,2020/02/02 12:50:00+00,A19-070528-4,CONVERT CITATION,OFFICER COGBURN,40218,02/25/20,P194393,2020/01/17 17:00:00,,CONV CITA,,91.020,2542
V23-022993,WARNING,01-1401,2023/11/09 21:01:00+00,A23-122815-1,INVESTIGAT NEGLI,OFFICER GOODMAN,40118,,,2024/03/11 00:00:00,2024/03/12 00:00:00,COMPLIED,R24-298818,91.020,2543
V21-016058,VIOL CTER,VR21-213610,2021/04/16 20:15:00+00,,,,40218,,,2021/04/16 16:23:00,2021/04/16 00:00:00,COMPLIED,R21-213610,91.020,2544
V23-023103,WARN/CP,01-1183,2024/02/05 03:28:00+00,A23-123342-1,OWNED AGGRESSIVE,OFFICER STIVALA,40215,02/14/24,V23-023103,2024/01/31 16:09:00,,HAND ADMIN,,91.020,2545
V22-019202,WARNING,01-50358,2022/07/11 19:43:00+00,A22-104192-1,INVESTIGAT OTHER,OFFICER CLARK,40291,,,2022/09/11 00:00:00,2022/09/14 00:00:00,COMPLIED,,91.023,2546
V20-014106,CIVIL PEN,02-100593,2020/04/15 21:44:00+00,A20-080749-1,NUISANCE RESTRAINT,OFFICER MILLER,40219,,,2020/10/01 00:00:00,,HAND ADMIN,,91.004,2547
V23-023103,WARN/CP,01-1183,2024/02/05 03:28:00+00,A23-123342-1,OWNED AGGRESSIVE,OFFICER STIVALA,40215,02/14/24,V23-023103,2024/01/31 16:09:00,,HAND ADMIN,,91.020,2548
V19-011910,VN/CITE,01-032175,2020/02/02 12:50:00+00,A19-070528-4,CONVERT CITATION,OFFICER COGBURN,40218,02/25/20,P194393,2020/01/17 17:00:00,,CONV CITA,,91.020,2549
V21-016058,VIOL CTER,VR21-213610,2021/04/16 20:15:00+00,,,,40218,,,2021/04/16 16:23:00,2021/04/16 00:00:00,COMPLIED,R21-213610,91.071,2550
V23-022994,VET,01-1401,2023/11/09 21:01:00+00,A23-122815-1,INVESTIGAT NEGLI,OFFICER GOODMAN,40118,,,2023/11/27 00:00:00,2023/12/06 00:00:00,COMPLIED,,91.090,2551
V19-011910,VN/CITE,01-032175,2020/02/02 12:50:00+00,A19-070528-4,CONVERT CITATION,OFFICER COGBURN,40218,02/25/20,P194393,2020/01/17 17:00:00,,CONV CITA,,91.020,2552
V21-016059,VOTC/CITE,VR21-213614,2021/04/16 21:39:00+00,A21-090489-1,XTRA SERVE VIOL OTC,OFFICER SABATINI,40218,05/20/21,N918790,2021/04/16 19:07:00,,CONV CITA,,91.002,2553
V22-019202,WARNING,01-50358,2022/07/11 19:43:00+00,A22-104192-1,INVESTIGAT OTHER,OFFICER CLARK,40291,,,2022/09/11 00:00:00,2022/09/14 00:00:00,COMPLIED,,91.023,2554
V20-014106,CIVIL PEN,02-100593,2020/04/15 21:44:00+00,A20-080749-1,NUISANCE RESTRAINT,OFFICER MILLER,40219,,,2020/10/01 00:00:00,,HAND ADMIN,,91.004,2555
V23-023103,WARN/CP,01-1183,2024/02/05 03:28:00+00,A23-123342-1,OWNED AGGRESSIVE,OFFICER STIVALA,40215,02/14/24,V23-023103,2024/01/31 16:09:00,,HAND ADMIN,,91.020,2556
V23-022994,VET,01-1401,2023/11/09 21:01:00+00,A23-122815-1,INVESTIGAT NEGLI,OFFICER GOODMAN,40118,,,2023/11/27 00:00:00,2023/12/06 00:00:00,COMPLIED,,91.090,2557
V19-011932,VN/CITE,01-031813,2020/02/02 12:45:00+00,A19-071336-1,INVESTIGAT NEGLI,OFFICER HARRIS,40212,02/24/20,P194391,2020/01/31 18:00:00,2020/02/24 00:00:00,DISMISSED,,91.020,2558
V22-019203,VIOL CTER,VR22-253566,2022/07/11 20:40:00+00,,,,40218,,,2022/07/11 16:46:00,2022/07/11 00:00:00,COMPLIED,R22-253566,91.002,2559
V20-014106,CIVIL PEN,02-100593,2020/04/15 21:44:00+00,A20-080749-1,NUISANCE RESTRAINT,OFFICER MILLER,40219,,,2020/10/01 00:00:00,,HAND ADMIN,,91.004,2560
V23-023104,WARNING,01-1183,2023/11/26 21:09:00+00,A23-123342-1,OWNED AGGRESSIVE,OFFICER STIVALA,40215,,,2024/01/01 16:09:00,2024/01/25 00:00:00,DISMISSED,,91.090,2561
V22-019203,VIOL CTER,VR22-253566,2022/07/11 20:40:00+00,,,,40218,,,2022/07/11 16:46:00,2022/07/11 00:00:00,COMPLIED,R22-253566,91.020,2562
V21-016059,VOTC/CITE,VR21-213614,2021/04/16 21:39:00+00,A21-090489-1,XTRA SERVE VIOL OTC,OFFICER SABATINI,40218,05/20/21,N918790,2021/04/16 19:07:00,,CONV CITA,,91.020,2563
V23-022997,CIVIL PEN,02-101498,2023/11/10 00:25:00+00,A23-122837-1,OWNED AGGRESSIVE,OFFICER GOODMAN,40272,,,2024/02/21 00:00:00,,LIEN,,91.004,2564
V19-011932,VN/CITE,01-031813,2020/02/02 12:45:00+00,A19-071336-1,INVESTIGAT NEGLI,OFFICER HARRIS,40212,02/24/20,P194391,2020/01/31 18:00:00,2020/02/24 00:00:00,DISMISSED,,91.020,2565
V21-016059,VOTC/CITE,VR21-213614,2021/04/16 21:39:00+00,A21-090489-1,XTRA SERVE VIOL OTC,OFFICER SABATINI,40218,05/20/21,N918790,2021/04/16 19:07:00,,CONV CITA,,91.071,2566
V22-019203,VIOL CTER,VR22-253566,2022/07/11 20:40:00+00,,,,40218,,,2022/07/11 16:46:00,2022/07/11 00:00:00,COMPLIED,R22-253566,91.071,2567
V23-023104,WARNING,01-1183,2023/11/26 21:09:00+00,A23-123342-1,OWNED AGGRESSIVE,OFFICER STIVALA,40215,,,2024/01/01 16:09:00,2024/01/25 00:00:00,DISMISSED,,91.090,2568
V20-014156,CIT DD/PDD,P198784,2020/04/20 21:28:00+00,A20-080875-2,INVESTIGAT ANI ATTACK,OFFICER FORNER,40210,07/24/20,,,,,,91.150,2569
V23-022997,CIVIL PEN,02-101498,2023/11/10 00:25:00+00,A23-122837-1,OWNED AGGRESSIVE,OFFICER GOODMAN,40272,,,2024/02/21 00:00:00,,LIEN,,91.004,2570
V19-011932,VN/CITE,01-031813,2020/02/02 12:45:00+00,A19-071336-1,INVESTIGAT NEGLI,OFFICER HARRIS,40212,02/24/20,P194391,2020/01/31 18:00:00,2020/02/24 00:00:00,DISMISSED,,91.020,2571
V21-016077,VIOL RED,VR21-213637,2021/04/18 21:07:00+00,A21-090530-1,XTRA SERVE VIOL OTC,OFFICER HARRIS,40218,,,2021/05/10 18:00:00,2021/05/25 00:00:00,COMPLIED,R21-213637,91.002,2572
V22-019203,VIOL CTER,VR22-253566,2022/07/11 20:40:00+00,,,,40218,,,2022/07/11 16:46:00,2022/07/11 00:00:00,COMPLIED,R22-253566,91.002,2573
V23-023104,WARNING,01-1183,2023/11/26 21:09:00+00,A23-123342-1,OWNED AGGRESSIVE,OFFICER STIVALA,40215,,,2024/01/01 16:09:00,2024/01/25 00:00:00,DISMISSED,,91.090,2574
V20-014160,CIT DD/PDD,P199004,2020/04/22 23:26:00+00,A19-071410-8,XTRA SERVE PDD,OFFICER STEWART,40211,07/21/20,,,,,,91.150,2575
V21-015908,VIOL CTER,VR21-212509,2021/03/25 19:52:00+00,A21-089794-1,XTRA SERVE VIOL OTC,OFFICER COGBURN,40218,,,2021/03/25 16:09:00,2021/03/25 00:00:00,COMPLIED,R21-212509,91.071,2576
V19-011932,VN/CITE,01-031813,2020/02/02 12:45:00+00,A19-071336-1,INVESTIGAT NEGLI,OFFICER HARRIS,40212,02/24/20,P194391,2020/01/31 18:00:00,2020/02/24 00:00:00,DISMISSED,,91.020,2577
V21-016077,VIOL RED,VR21-213637,2021/04/18 21:07:00+00,A21-090530-1,XTRA SERVE VIOL OTC,OFFICER HARRIS,40218,,,2021/05/10 18:00:00,2021/05/25 00:00:00,COMPLIED,R21-213637,91.020,2578
V22-019203,VIOL CTER,VR22-253566,2022/07/11 20:40:00+00,,,,40218,,,2022/07/11 16:46:00,2022/07/11 00:00:00,COMPLIED,R22-253566,91.020,2579
V23-023104,WARNING,01-1183,2023/11/26 21:09:00+00,A23-123342-1,OWNED AGGRESSIVE,OFFICER STIVALA,40215,,,2024/01/01 16:09:00,2024/01/25 00:00:00,DISMISSED,,91.090,2580
V20-015141,CIT DD/PDD,P198674,2020/10/08 21:36:00+00,A20-085529-3,INVESTIGAT ANI ATTACK,OFFICER PETERSON,40118,12/01/20,,,,,,91.071,2581
V21-015909,VET/CRIM,VR21-212509,2021/09/07 15:14:00+00,A21-089794-1,XTRA SERVE VIOL OTC,OFFICER COGBURN,40218,,4049111,2021/04/15 16:09:00,,CONV CRIM,,91.090,2582
V19-011932,VN/CITE,01-031813,2020/02/02 12:45:00+00,A19-071336-1,INVESTIGAT NEGLI,OFFICER HARRIS,40212,02/24/20,P194391,2020/01/31 18:00:00,2020/02/24 00:00:00,DISMISSED,,91.020,2583
V21-016077,VIOL RED,VR21-213637,2021/04/18 21:07:00+00,A21-090530-1,XTRA SERVE VIOL OTC,OFFICER HARRIS,40218,,,2021/05/10 18:00:00,2021/05/25 00:00:00,COMPLIED,R21-213637,91.071,2584
V23-023104,WARNING,01-1183,2023/11/26 21:09:00+00,A23-123342-1,OWNED AGGRESSIVE,OFFICER STIVALA,40215,,,2024/01/01 16:09:00,2024/01/25 00:00:00,DISMISSED,,91.090,2585
V20-015141,CIT DD/PDD,P198674,2020/10/08 21:36:00+00,A20-085529-3,INVESTIGAT ANI ATTACK,OFFICER PETERSON,40118,12/01/20,,,,,,91.150,2586
V22-019203,VIOL CTER,VR22-253566,2022/07/11 20:40:00+00,,,,40218,,,2022/07/11 16:46:00,2022/07/11 00:00:00,COMPLIED,R22-253566,91.071,2587
V21-015927,VIOL NOTIC,01-51862,2021/03/29 18:24:00+00,A21-089869-2,INVESTIGAT ANI ATTACK,OFFICER RATLIFF,40245,,,2021/05/29 00:00:00,2021/06/27 00:00:00,COMPLIED,,91.020,2588
V19-011932,VN/CITE,01-031813,2020/02/02 12:45:00+00,A19-071336-1,INVESTIGAT NEGLI,OFFICER HARRIS,40212,02/24/20,P194391,2020/01/31 18:00:00,2020/02/24 00:00:00,DISMISSED,,91.020,2589
V21-016078,CIT DD/PDD,N918637,2021/04/18 21:46:00+00,A21-090531-1,INVESTIGAT BITE,OFFICER COGBURN,40220,05/13/21,,,,,,91.020,2590
V19-013121,WARN/CITE,01-51132,2020/01/10 03:00:00+00,A19-076620-1,STRAY AGGRS,OFFICER BURTON,40258,02/19/20,P194118,2020/01/03 18:00:00,,CONV CITA,,91.020,2591
V21-015928,VIOL NOTIC,01-51861,2021/03/29 13:35:00+00,A21-089853-1,STRAY INJURED,OFFICER RATLIFF,40223,,,2021/05/29 00:00:00,2021/05/17 00:00:00,COMPLIED,R21-215150,91.002,2592
V19-011932,VN/CITE,01-031813,2020/02/02 12:45:00+00,A19-071336-1,INVESTIGAT NEGLI,OFFICER HARRIS,40212,02/24/20,P194391,2020/01/31 18:00:00,2020/02/24 00:00:00,DISMISSED,,91.020,2593
V22-019204,VIOL CTER,VR22-253603,2022/07/11 21:14:00+00,,,,40218,,,2022/07/11 17:22:00,2022/07/11 00:00:00,COMPLIED,R22-253603,91.002,2594
V21-016078,CIT DD/PDD,N918637,2021/04/18 21:46:00+00,A21-090531-1,INVESTIGAT BITE,OFFICER COGBURN,40220,05/13/21,,,,,,91.150,2595
V19-013121,WARN/CITE,01-51132,2020/01/10 03:00:00+00,A19-076620-1,STRAY AGGRS,OFFICER BURTON,40258,02/19/20,P194118,2020/01/03 18:00:00,,CONV CITA,,91.020,2596
V21-015928,VIOL NOTIC,01-51861,2021/03/29 13:35:00+00,A21-089853-1,STRAY INJURED,OFFICER RATLIFF,40223,,,2021/05/29 00:00:00,2021/05/17 00:00:00,COMPLIED,R21-215150,91.020,2597
V20-014221,VIOL CTER,VR20-196365,2020/05/01 18:25:00+00,,,,40218,,,2020/05/01 14:45:00,2020/05/01 00:00:00,COMPLIED,R20-196365,91.020,2598
V22-019204,VIOL CTER,VR22-253603,2022/07/11 21:14:00+00,,,,40218,,,2022/07/11 17:22:00,2022/07/11 00:00:00,COMPLIED,R22-253603,91.020,2599
V21-016296,VET,VR21-215604,2021/05/25 17:18:00+00,,,,40218,,,2021/05/27 18:00:00,2021/05/28 00:00:00,COMPLIED,R21-215604,91.090,2600
V23-023105,CIT DD/PDD,P193941,2023/11/26 23:21:00+00,A23-123343-1,INVESTIGAT BITE,OFFICER SABATINI,40218,12/13/23,,,,,,91.150,2601
V19-013200,VN/CITE,01-51442,2020/01/28 16:05:00+00,A19-076835-2,INVESTIGAT ABAN,OFFICER COGBURN,40208,02/10/20,P194310,2020/01/12 00:00:00,2020/02/10 00:00:00,BENCH WAR,,91.020,2602
V21-015957,VIOL CTER,VR21-212940,2021/04/02 21:42:00+00,A21-090057-1,XTRA SERVE VIOL OTC,OFFICER COGBURN,40218,,,2021/04/02 17:58:00,2021/04/02 00:00:00,COMPLIED,R21-212940,91.002,2603
V20-189773,VIOL CTER,VR20-189773,2020/01/02 20:46:00+00,,,,40218,,,2020/01/02 15:51:00,2020/01/02 00:00:00,COMPLIED,R20-189773,91.020,2604
V22-019204,VIOL CTER,VR22-253603,2022/07/11 21:14:00+00,,,,40218,,,2022/07/11 17:22:00,2022/07/11 00:00:00,COMPLIED,R22-253603,91.071,2605
V21-016299,VET,01-52076,2021/05/26 22:13:00+00,A21-091684-1,INVESTIGAT OTHER,OFFICER FORNER,40202,,,2021/05/31 00:00:00,2021/05/28 00:00:00,COMPLIED,,91.090,2606
V23-023105,CIT DD/PDD,P193941,2023/11/26 23:21:00+00,A23-123343-1,INVESTIGAT BITE,OFFICER SABATINI,40218,12/13/23,,,,,,91.072,2607
V19-013200,VN/CITE,01-51442,2020/01/28 16:05:00+00,A19-076835-2,INVESTIGAT ABAN,OFFICER COGBURN,40208,02/10/20,P194310,2020/01/12 00:00:00,2020/02/10 00:00:00,BENCH WAR,,91.020,2608
V21-015957,VIOL CTER,VR21-212940,2021/04/02 21:42:00+00,A21-090057-1,XTRA SERVE VIOL OTC,OFFICER COGBURN,40218,,,2021/04/02 17:58:00,2021/04/02 00:00:00,COMPLIED,R21-212940,91.020,2609
V19-012040,WARN/CITE,01-035411,2020/01/07 20:43:00+00,A19-071036-2,CONVERT CITATION,OFFICER SABATINI,40218,01/24/20,P194215,2019/12/24 18:00:00,,CONV CITA,,91.020,2610
V22-019207,WARNING,01-50316,2022/07/11 23:20:00+00,A22-104860-1,INVESTIGAT NEGLI,OFFICER GOODMAN,40210,,,2022/09/11 00:00:00,2022/09/12 00:00:00,COMPLIED,R22-253966,91.020,2611
V23-023106,CIT DD/PDD,P403774,2023/11/27 01:03:00+00,A23-123320-2,INVESTIGAT BITE,OFFICER STIVALA,40208,12/07/23,,,,,,91.150,2612
V19-013201,WARN/CITE,01-51442,2020/01/03 14:03:00+00,A19-076835-2,INVESTIGAT ABAN,OFFICER COGBURN,40211,01/13/20,P194304,2020/01/02 00:00:00,2020/02/10 00:00:00,BENCH WAR,,91.090,2613
V21-016300,VIOL CTER,VR21-215721,2021/05/27 17:21:00+00,,,,40218,,,2021/05/27 13:29:00,2021/05/27 00:00:00,COMPLIED,R21-215721,91.002,2614
V22-019208,VET,01-50316,2022/07/11 23:20:00+00,A22-104860-1,INVESTIGAT NEGLI,OFFICER GOODMAN,40210,,,2022/07/18 00:00:00,2022/07/21 00:00:00,COMPLIED,,91.090,2615
V19-012079,WARN/CITE,01-035413,2020/01/07 20:18:00+00,A19-072046-1,OWNED AGGRESSIVE,OFFICER SABATINI,40229,01/23/20,P194214,2019/12/24 18:00:00,2020/01/23 00:00:00,DISMISSED,,91.020,2616
V21-015957,VIOL CTER,VR21-212940,2021/04/02 21:42:00+00,A21-090057-1,XTRA SERVE VIOL OTC,OFFICER COGBURN,40218,,,2021/04/02 17:58:00,2021/04/02 00:00:00,COMPLIED,R21-212940,91.071,2617
V21-016300,VIOL CTER,VR21-215721,2021/05/27 17:21:00+00,,,,40218,,,2021/05/27 13:29:00,2021/05/27 00:00:00,COMPLIED,R21-215721,91.020,2618
V22-019211,VIOL CTER,VR22-253773,2022/07/12 17:20:00+00,,,,40218,,,2022/07/12 13:26:00,2022/07/12 00:00:00,COMPLIED,R22-253773,91.002,2619
V19-012217,WARN/CITE,01-031818,2020/01/01 14:00:00+00,A19-072842-1,OWNED AGGRESSIVE,OFFICER HARRIS,40216,02/12/20,P194384,2019/10/05 14:00:00,,CONV CITA,,91.020,2620
V23-023106,CIT DD/PDD,P403774,2023/11/27 01:03:00+00,A23-123320-2,INVESTIGAT BITE,OFFICER STIVALA,40208,12/07/23,,,,,,91.072,2621
V19-013201,WARN/CITE,01-51442,2020/01/03 14:03:00+00,A19-076835-2,INVESTIGAT ABAN,OFFICER COGBURN,40211,01/13/20,P194304,2020/01/02 00:00:00,2020/02/10 00:00:00,BENCH WAR,,91.090,2622
V21-015958,CITATION,N918679,2021/04/02 23:13:00+00,A21-090058-1,OWNED AGGRESSIVE,OFFICER COGBURN,40258,04/27/21,,,,,,91.002,2623
V21-016300,VIOL CTER,VR21-215721,2021/05/27 17:21:00+00,,,,40218,,,2021/05/27 13:29:00,2021/05/27 00:00:00,COMPLIED,R21-215721,91.071,2624
V22-019211,VIOL CTER,VR22-253773,2022/07/12 17:20:00+00,,,,40218,,,2022/07/12 13:26:00,2022/07/12 00:00:00,COMPLIED,R22-253773,91.020,2625
V19-012217,WARN/CITE,01-031818,2020/01/01 14:00:00+00,A19-072842-1,OWNED AGGRESSIVE,OFFICER HARRIS,40216,02/12/20,P194384,2019/10/05 14:00:00,,CONV CITA,,91.020,2626
V23-023106,CIT DD/PDD,P403774,2023/11/27 01:03:00+00,A23-123320-2,INVESTIGAT BITE,OFFICER STIVALA,40208,12/07/23,,,,,,91.020,2627
V19-013249,VN/CITE,01-51178,2020/01/29 19:26:00+00,A19-077087-1,STRAY ROAM,OFFICER CURTIS,40218,02/28/20,P194150,2020/01/18 00:00:00,,CONV CITA,,91.002,2628
V21-015958,CITATION,N918679,2021/04/02 23:13:00+00,A21-090058-1,OWNED AGGRESSIVE,OFFICER COGBURN,40258,04/27/21,,,,,,91.020,2629
V21-016301,CIVIL PEN,02-100964,2021/05/27 17:05:00+00,A21-091545-5,OWNED AGGRESSIVE,OFFICER THOMPSON,40272,,,2021/06/06 00:00:00,2021/05/28 00:00:00,COMPLIED,,91.002,2630
V22-019212,CIVIL PEN,H02-100295,2022/07/12 17:30:00+00,A22-104736-2,INVESTIGAT ANI ATTACK,OFFICER FISHER,40213,,,2022/07/22 00:00:00,,HAND ADMIN,,91.004,2631
V21-015779,VET,01-51566,2021/03/04 22:15:00+00,A21-089187-1,STRAY INJURED,OFFICER HARRIS,40210,,,2021/03/05 08:00:00,2021/03/05 00:00:00,COMPLIED,,91.090,2632
V23-023106,CIT DD/PDD,P403774,2023/11/27 01:03:00+00,A23-123320-2,INVESTIGAT BITE,OFFICER STIVALA,40208,12/07/23,,,,,,91.002,2633
V19-013255,WARN/CITE,01-51179,2020/01/29 19:20:00+00,A19-077110-1,STRAY AGGRS,OFFICER CURTIS,40218,02/27/20,N919419,2020/01/19 00:00:00,,CONV CITA,,91.002,2634
V21-015958,CITATION,N918679,2021/04/02 23:13:00+00,A21-090058-1,OWNED AGGRESSIVE,OFFICER COGBURN,40258,04/27/21,,,,,,91.020,2635
V21-016302,CIVIL PEN,02-100334,2021/05/27 19:28:00+00,A21-091617-3,OWNED AGGRESSIVE,OFFICER FORNER,40213,,,2021/06/06 00:00:00,,HAND ADMIN,,91.002,2636
V22-019215,VIOL CTER,VR22-253778,2022/07/12 19:57:00+00,,,,40218,,,2022/07/12 16:02:00,2022/07/12 00:00:00,COMPLIED,R22-253778,91.002,2637
